Lemma,Sense,Word Class,Year,Quotation,Source,Note
二十四史,/,noun,c1796 (c1791),余在長沙養疾讀史記以下諸史日有恆課摘二十四史同姓名錄,汪輝祖『病榻夢痕錄·卷下』49 (XD104),cf. 與歐陽脩書並列共爲二十有四: c1795 (四庫總目卷四十五)
