Lemma,Sense,Word Class,Year,Quotation,Source,Note 
X光線,/,/,1903,/,/,from Japanese: 1896 (Nikkoku); X光 is a [Chinese development](https://github.com/t18d/HuangSupplement/pull/36/commits/818c96432900119c5ea6ce03b389e5cefa84a5b1)
